title	author	link	image	category	sub-category	status	page	type	animated	description	rating					version	version-message	release					down		
Trivia Crack		https://wnasmile.github.io./eres-liborera-holimara/Trivia%20Crack.html	https://raw.githubusercontent.com/gn-math/covers/main/163.png			fix	8	none																	
rolling sky		https://wnasmile.github.io./eres-liborera-holimara/Rolling%20Sky.html	https://raw.githubusercontent.com/gn-math/covers/main/553.png			fix	8	none																	
the oregon trail		https://wnasmile.github.io./eres-liborera-holimara/The%20Oregon%20Trail.html	https://raw.githubusercontent.com/gn-math/covers/main/586.png			fix	8	none																	
slender man & the 8 pages		https://wnasmile.github.io./eres-liborera-holimara/Slender_ The 8 Pages.html	https://raw.githubusercontent.com/gn-math/covers/main/451.png			fix	8	none																	
idle breakout		https://mcmattyobriore.github.io./source/idlebreakout/index.html	https://mcmattyobriore.github.io./source/idlebreakout/image.png			ok	8	new|shiny																	
Color Switch		https://mcmattyobriore.github.io./source/colorswitch/index.html	https://mcmattyobriore.github.io./source/colorswitch/colorswitch.png			ok	8	shiny|disco|new																	
A difficult game about climbing		https://wnasmile.github.io./eres-liborera-holimara/A Difficult Game About Climbing.html	https://raw.githubusercontent.com/gn-math/covers/main/672.png			fix	8	none																	
FUNNY MAD RACING		https://mcmattyobriore.github.io./source/funnymadracing/index.html	https://mcmattyobriore.github.io./source/funnymadracing/logo.webp			ok	8	new|grail																	
amaze		https://wnasmile.github.io./eres-liborera-holimara/Amaze.html	https://raw.githubusercontent.com/gn-math/covers/main/26.png			ok	8	none																	
99 balls		https://wnasmile.github.io./eres-liborera-holimara/99%20Balls.html	https://raw.githubusercontent.com/gn-math/covers/main/431.png			ok	8	none																	
basketball frvr		https://wnasmile.github.io./eres-liborera-holimara/Basketball%20Frvr.html	https://raw.githubusercontent.com/gn-math/covers/main/28.png			ok	8	none																	
BERGENTRUCK 201x		https://wnasmile.github.io./eres-liborera-holimara/BERGENTRUCK%20201x.html	https://raw.githubusercontent.com/gn-math/covers/main/455.png			fix	8	none																	
Bendy and the Ink machine		https://wnasmile.github.io./eres-liborera-holimara/Bendy%20and%20the%20Ink%20Machine.html	https://raw.githubusercontent.com/gn-math/covers/main/215.png			ok	8	none																	
cat connection		https://wnasmile.github.io./eres-liborera-holimara/Cat%20Connection.html	https://raw.githubusercontent.com/gn-math/covers/main/536.png			ok	8	none																	
nubby's number factory		https://wnasmile.github.io./eres-liborera-holimara/Nubby's%20Number%20Factory.html	https://raw.githubusercontent.com/gn-math/covers/main/517.png			ok	8	none																	
road of fury: desert strike		https://wnasmile.github.io./eres-liborera-holimara/Road%20of%20Fury.html	https://raw.githubusercontent.com/gn-math/covers/main/42.png			ok	8	none																	
temple run 2		https://wnasmile.github.io./eres-liborera-holimara/Temple%20Run%202.html	https://img.poki-cdn.com/cdn-cgi/image/q=78,scq=50,width=1200,height=1200,fit=cover,f=png/b5c8b617f65be7cc4d56dd3657590ae7/temple-run-2.png			ok	8	none																	
sam and max hit the road		https://wnasmile.github.io./eres-liborera-holimara/Sam%20%26%20Max%20Hit%20the%20Road.html	https://raw.githubusercontent.com/gn-math/covers/main/772.png			ok	8	none																	
stick war legacy		https://wnasmile.github.io./eres-liborera-holimara/Stick%20War_%20Legacy.html	https://raw.githubusercontent.com/gn-math/covers/main/666.png			ok	8	none																	
stick slasher		https://wnasmile.github.io./eres-liborera-holimara/Stick%20Slasher.html	https://raw.githubusercontent.com/gn-math/covers/main/767.png			ok	8	none																	
underwheels		https://wnasmile.github.io./eres-liborera-holimara/UNDERWHEELS.html	https://raw.githubusercontent.com/gn-math/covers/main/492.png			fix	8	cover																	
um jammer lammy		https://wnasmile.github.io./eres-liborera-holimara/Um%20Jammer%20Lammy.html	https://raw.githubusercontent.com/gn-math/covers/main/782.png			ok	8	none																	
worlds hardest 3		https://wnasmile.github.io./eres-liborera-holimara/The%20World's%20Hardest%20Game%203.html	https://raw.githubusercontent.com/gn-math/covers/main/104.png			ok	8	none																	
worlds hardest 4		https://wnasmile.github.io./eres-liborera-holimara/The%20World's%20Hardest%20Game%204.html	https://raw.githubusercontent.com/gn-math/covers/main/105.png			ok	8	none																	
sonic robo blast 2	SEGA	https://wnasmile.github.io./eres-liborera-holimara/Sonic%20Robo%20Blast%202.html	https://raw.githubusercontent.com/gn-math/covers/main/770.png			ok	8	none																	
rio rex	silver games	https://wnasmile.github.io./eres-liborera-holimara/Rio%20Rex.html	https://raw.githubusercontent.com/gn-math/covers/main/643.png			ok	8	none																	
duke nuke em' II		https://wnasmile.github.io/LAMAR/duke-nukem-2/	https://raw.githubusercontent.com/wnasmile/LAMAR/main/duke-nukem-2/dukem.png			ok	8	none																	
mountain bike racer		https://wnasmile.github.io./eres-liborera-holimara/Mountain%20Bike%20Racer.html	https://raw.githubusercontent.com/gn-math/covers/main/774.png			ok	8	none																	
FNF vs Sky Redux		https://wnasmile.github.io./eres-liborera-holimara/Friday%20Night%20Funkin'_%20Heartbreak%20Havoc%20%5BVs.%20Sky_%20REDUX%5D.html	https://raw.githubusercontent.com/gn-math/covers/main/691.png			ok	8	none																	
FNF vs Akage		https://wnasmile.github.io./eres-liborera-holimara/Friday%20Night%20Funkin'_%20AKAGE.html	https://raw.githubusercontent.com/gn-math/covers/main/690.png			ok	8	none																	
crush cars 3d		https://wnasmile.github.io./eres-liborera-holimara/Crush%20Cars%203D.html	https://raw.githubusercontent.com/gn-math/covers/main/383.png			ok	8	none																	
sky riders		https://wnasmile.github.io./eres-liborera-holimara/Sky%20Riders.html	https://raw.githubusercontent.com/gn-math/covers/main/576.png			ok	8	none																	
scrap metal 3		https://wnasmile.github.io./LAMAR/scrapmetal/index.html	https://raw.githubusercontent.com/gn-math/covers/main/188.png			ok	8	none																	
BEAT BLOCK		https://wnasmile.github.io./KENDRICK/787	https://raw.githubusercontent.com/gn-math/covers/main/787.png			ok	8	none																	
bob the robber 2		https://wnasmile.github.io./LAMAR/bobtherobber2/index.html	https://raw.githubusercontent.com/gn-math/covers/main/76.png			ok	8	none																	
My Rusty Submarine		https://wnasmile.github.io/LAMAR/my-rusty-submarine/	https://raw.githubusercontent.com/wnasmile/LAMAR/main/my-rusty-submarine/splash.png			ok	8	none																	
FNF GumBalls		https://wnasmile.github.io./KENDRICK/621	https://raw.githubusercontent.com/gn-math/covers/main/621.png			ok	8	none																	
FNF Vs Cyber Sensation		https://wnasmile.github.io./KENDRICK/558	https://raw.githubusercontent.com/gn-math/covers/main/558.png			ok	8	none																	
roof top snipers 2		https://wnasmile.github.io./KENDRICK/490	https://raw.githubusercontent.com/gn-math/covers/main/490.png			ok	8	none																	
BFDI Branches		https://wnasmile.github.io./KENDRICK/424	https://raw.githubusercontent.com/gn-math/covers/main/424.png			ok	8	none																	
deepest sword		https://wnasmile.github.io/LAMAR/deepest-sword/	https://raw.githubusercontent.com/wnasmile/LAMAR/main/deepest-sword/deep.png			ok	8	none																	
edge not found		https://wnasmile.github.io/LAMAR/edgenotfound/	https://raw.githubusercontent.com/wnasmile/LAMAR/main/edgenotfound/edge.png			ok	8	none																	
black knight		https://wnasmile.github.io/LAMAR/blackknight/	https://raw.githubusercontent.com/wnasmile/LAMAR/main/blackknight/knight.png			ok	8	none																	
find the alien		https://wnasmile.github.io./KENDRICK/323	https://raw.githubusercontent.com/gn-math/covers/main/323.png			fix	8	none																	
3d bowling		https://wnasmile.github.io./KENDRICK/320	https://raw.githubusercontent.com/gn-math/covers/main/320.png			ok	8	none																	
papery planes	(works, ignore error)	https://wnasmile.github.io./KENDRICK/280	https://raw.githubusercontent.com/gn-math/covers/main/280.png			ok	8	none																	
T.H.O.T.H	by Rhap5ody		data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAKAAAACgCAYAAACLz2ctAAAAAXNSR0IArs4c6QAACvpJREFUeF7tnctynTsRhbeLoopUnBdkwjA8EgzP5DwgmGJAUaa0iRxZkbS6W3dpeeIkklp9+f6ly/4dv7w/Hu8PfjEDkzLwQgAnZZ7TPjNwFoDvgZi/vLDEG2SAALoiEdxpqP4EMCxCS3dGKpEVJOu4lnm61BYBpAJORZ8AEsBFAJS4MXKpircEkqXc6l9qnNWWJI/s85EB3SFkZFFSe1IEodU/AjjtkSCAuSXYCvO0Uu45cXsAc4WTFjTup1mKpXPEtaICTqOXAFIBp8Gn/yREojCtFVBzSpX4l0q3RAEte9Kppd1j8vUVcDSAmrqhQ5HG1qV97waw9tMfAlj92NwHIKGrhqalgb4A5jwtKYdkP5azK9kDWgGk2rXkruNFtKTAqwIY+qW5/ulSmjuM7q2AEtifZ/3Cu4El1ZQo6h2cdIuyL4C+8Bo10SzBBLAbGKMMjwcQ7aUI4KjaLzHP3gBKPlJDaeYSjDLUtZ0AEsCugCHj5wBoBck6DmWW7aIM1AEo3a9J++U+diu9IZM66MT7TCtkPAWLIKrpRACtcNZknWMbXURLlU3ar0YBrUUlgNbMNRmnU0DrlJqlTAOr1Z9wnMa3FvPRxqcMjAFQk3R0uYzuETVz5RRXa4P9zRkggFRAMzwtBu4FYGv1a5FB2qjKwHoAxsui+zvBqyryyoPXB5DwrcxPtW9rAlgdFg3skgECuEulDvWTAB5a2F3CIoC7VOpQPwngoYXdJSwCuEulDvWTAB5a2F3CIoC7VOpQPwngoYXdJSwCuEulDvWTAB5a2F3CIoC7VOpQPwngoYXdJSwCuEulVvXTv9BrfGuJAK5a2B38Sv34hBJEArhDoVf0sfSzOwoICeCKxd3BJwK4Q5UO9jEHoEL9XHaogAcz0j00zf/7mHGGAHav0uET8BR8eIEPD48KeHiBVw+PAK5eocP9I4CHF3j18Ajg6hU63D8CeHiBVw+PAK5eocP9I4CHF3j18Ajg6hU63D8CeHiBVw+PAK5eocP9I4CLFNj/Ps/3RfwZ5QYBHJVpME/8C2VDEEtti7hvdoMAmlPXZ2DqNxs7GE9VSALYh6Nqqw44r4Lhn5FhTV9ka0Q7ARyRZcMcHiQNUDuq5NUAavdWGhgMzH0aQgBrM7jBeCmA0n6tQw7nlZyOcwq4sjJSAQNqUkVOHQrcEAkQtUDWAqgdX+uvZTwBjLIWbvxRQntDqAUopdQjtw0oX6l2ApgAMKd6qQRqINTCoFn64z3jystumEcCaHlsK8doofXTlcZZr20qQ6keTgCrU6g3YAWwtPe0nJr1nrcfQQDb51RkUQqhdBkOAZQopsjJAZ2uBVCzz+tRBymAbm7JYaQUj2auHrGWbF4J4Gz4tApVUkFpLKtCeBWA0mKNVAEJGLnrFa2fkrm0Nmv7XwPgivCVDhWfrioUVUb3mKtBeC2A4StOufpK+ijYyHZFUEgenthG6lCiXfpbxIZsXAdg6UXPOFmrAyi9F0QQzGy/BsBUkpGyjAIQ3e+lHgwEjfZTF2SvVzsB7JVZoV3t8ov6+2kJoLAAM7shBeztmwQm6UV07CsB7F29BvZ7A5g6GIRuawGU9KcCNgBjlIneAKI4JEBJPgXJ7W8l9pGPvdu5B+yd4YJ9CSA1AJYONxPD/jQ1AZxYCQRg7f5vh30gASSAEzNw+e8JWX0PmPIPqaajaad3A6mAE59/BJMFwPBVfC7BE4srmXq2AnofcyBaAPQKiGxL8jOiz5UKuAp4cYHRveEOp1ottNcAuCp02oKhZVtrb3b/JgD+9fF4/G12JIX5T4Fvl2VVgwIEMAeX//f4u2byEX1Pg++0ZbgIYA6uHHyrKeGJ8F0DIIIMtY9QNzQHAUQZmt+eVEAEl2vPfa2yFzwVvtP2gR8AlqCTPicOvngZHr1HPB28IwFsAZ9PTAjhyIPKLeAdB+D3x+PdQyNVOtSvBCEaa20ngNbMzR33XIJDpWrlzkgIb4PvJBV8kSjg339E/L2SzhZQxsv6rfCdAuETwBxXHrywPQWhBFDJ3hDdI6YONASwUhUmD68GUAppGKcExjgvhC9Pys6fDxcBdCGHgJXUD6kketAkUIb3jynw0RyrtX97fX388+3tEX9HfubG7QgiBDCEsLQHlCzDKLEIQj/+ZPg8XLlc5eDz/74bhCIAETipdqScFpuxIkttWJVGat/aT+oXgi5s/8fbm9WdKeO6ABgrVO3p2aJ4mqK5ZXD0F/Iv9ifs79vi5TseswOMzQFsrXzOHlqWSsXyRYr7WPZevSB18eWgQpAhn1aH8BOAtfDUjo+T+fuPwqRgQQqSUoxcsUL7qKCt2yXKlnuIpL6sDGEWQB+cZPm0XMWg5Hn4pMqQgxTNk7IvHeP7SfdyObuhAmrnlvZfFcJflmC034qBzPWXgFtKXgxgqm8tdKVlWVpYpMTIjkapka1Se28ArW89ZfeACMRSsDXwScCrKQQaKzmQpKCzwDwKvtC3HiBK33pK9SOAQXVKe8GS0ln2ljPgc356ANHHnuhBlby0jO51Xbv6ozjkmGu3KOBs5dPuNVEepAcnZKdH+5/f3p4/xdgKotQb8jn7cTzwGka6FFugC51ZBUDnU6u9JYKwB1xSm7ESWmBEc8UQpvpDAN0gCYQ1AK4EH0rqSe1OCWd/iQDsDSEBnIPB9gA61au9fCZ8c+Dzs86GUKyAKRX0y671TRjCNxe+FSA0A2jd8xG6NaDLeTFaEVUAhiqoBZDgrQ1e7N0oELsDSPD2Am80iGoAUToJHMrQ3u2tlbEpgIRvb7ik3reEsBmAhE9avjP6tYKwCYCEby2oal9glUZTC+FvX76WX0aQOHIbfKOKG+c+nDf3Z0m9WvexQujg++MfXuoAvBW+2p/TaA1BCVbX5t9x7PXmtRRCD91//vv+hM99r1qCbwMwBc4oRQwh0qhh+ILtbAAdLyF8f/n3v/QA3gxdDNso+EqKmfJh5hKdU8MQvrCPWgFvBtAvZzPeZpZAldsa9F6CwwckBWBK+fwYMYC3gxcmGf2sce89Xq19vwzW2imND0EM935u2Q2/RAASvp8pa/W2dM/il2yHezB3EOj55SH0ChjD5+ZOAkjg0mVZcQ9YA1BOCVtD6u3Fy/PzHvDb6+vzP1RyjQRPX84VDiJ6rx+fTqP+SqT03TJHOCaE3bH2cQ/oAayd4IbxK/+QkSX/sdKhv1vmcGNKdj8U0Gr81nG55XhXRfR1bA0hsqcCsPXeQHKy3BHwUyG01iIH4fMQol2CWx/hWxSrhQ1rck8dV4JGEzOyowKwpwK6oEogSS5iNYlhX5wBBA+yIBn/ASBStl7wSaErBUsFRCjY22vrjsY/AUSdJCTbQ/z/SARRSgHRmFqfThuPRCaO11p3zbhfFLDV5aQ02NLlruS1J0Koe0ykdcmditFsGvh+OYTklBApJHpykNPa9tM+kdDGb+2vraMWQnTlkvL7l0MIMoKeIGuQ1qRynC4D2vpq6zlVAbXO6lLH3q0y0AtCZDepgH/68vU9fCsCEdxqj9gqmbRjy4C0joiH3DKNVko/LnkKRiTHxql8NghWHYXqj/b8UviehxCvgGhSBJlm0lUTT79+ZgDxUKt8RQVEpx+tAhLOPdFGEKJ2SdTwHhDtAaiMkjTv3wfBhjjIZeDTNQzamCLZRU7uX4a7I0D1tax0WQVEy6zUGYtTd5d57eildZdGkVRABI0WTqkz7LdHBhCEmihUr2M5w1r4rHsDTRDsOz4DrSD8H18VWMrPGAkaAAAAAElFTkSuQmCC			soon	8	none																	
madalin stunt cars 3		https://wnasmile.github.io./KENDRICK/279	https://raw.githubusercontent.com/gn-math/covers/main/279.png			ok	8	none																	
Block Post		https://wnasmile.github.io./KENDRICK/273	https://raw.githubusercontent.com/gn-math/covers/main/273.png			ok	8	none																	
parking rush		https://wnasmile.github.io./KENDRICK/159	https://raw.githubusercontent.com/gn-math/covers/main/159.png			ok	8	none																	
ball blast		https://wnasmile.github.io./KENDRICK/149	https://raw.githubusercontent.com/gn-math/covers/main/149.png			ok	8	none																	
8 ball billiards (classic)		https://wnasmile.github.io./KENDRICK/146	https://raw.githubusercontent.com/gn-math/covers/main/146.png			ok	8	none																	
world tour archery		https://wnasmile.github.io./KENDRICK/148	https://raw.githubusercontent.com/gn-math/covers/main/148.png			ok	8	none																	
flip slice (idfk the name but its really good)		https://wnasmile.github.io./KENDRICK/128	https://raw.githubusercontent.com/gn-math/covers/main/128.png			ok	8	none																	
9007199254740992		https://wnasmile.github.io./LAMAR/9007199254740992/index.html	https://raw.githubusercontent.com/wnasmile/LAMAR/main/9007199254740992/logo-4.png			ok	8	none																	
MX offroad mountain bike		https://wnasmile.github.io./KENDRICK/116	https://raw.githubusercontent.com/gn-math/covers/main/116.png			ok	8	none																	
amidst the clouds	(or sky, idfk)	https://wnasmile.github.io./LAMAR/amidst-the-clouds/index.html	https://raw.githubusercontent.com/wnasmile/LAMAR/main/amidst-the-clouds/splash.png			ok	8	none																	
Ninja Vs EVILCORP		https://wnasmile.github.io./KENDRICK/101	https://raw.githubusercontent.com/gn-math/covers/main/101.png			ok	8	none																	
bow masters		https://wnasmile.github.io./KENDRICK/0	https://raw.githubusercontent.com/gn-math/covers/main/0.png			ok	8	none																	
time shooter 1		https://wnasmile.github.io./KENDRICK/199	https://raw.githubusercontent.com/gn-math/covers/main/199.png			ok	8	none																	
time shooter 2		https://wnasmile.github.io./KENDRICK/200	https://raw.githubusercontent.com/gn-math/covers/main/200.png			ok	8	none																	
time shooter 3 SWAT		https://wnasmile.github.io./KENDRICK/201	https://raw.githubusercontent.com/gn-math/covers/main/201.png			ok	8	none																	
eggy car		https://wnasmile.github.io./LAMAR/eggycar/index.html	https://eggycargame.cc/uploads/games/main/img_692ed8b09225b.jpg			ok	8	none																	
